/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S34. Binned and LOESS smoothed Cenozoic deep-sea benthic foraminifer stable carbon and oxygen isotope reference splice. PANGAEA, https://doi.org/10.1594/PANGAEA.917717, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Parameter(s):	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Ccount
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13C
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d13Cinterp
	Foraminifera, benthic [#] (Foram benth) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ocount
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18O
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENbinned_d18Ointerp
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmooth
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmooth
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: error
	Foraminifera, benthic δ13C [‰ PDB] (Foram benth δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd13cLOESSsmoothLongTerm
	Foraminifera, benthic δ18O [‰ PDB] (Foram benth δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENd18oLOESSsmoothLongTerm
	Comment (Comment) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: ISOBENLOESSsmooth_pts
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	294263 data points
*/
Tuned time [Ma]	Foram benth [#] (ISOBENbinned_d13Ccount)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13C)	Foram benth δ13C [‰ PDB] (ISOBENbinned_d13Cinterp)	Foram benth [#] (ISOBENbinned_d18Ocount)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18O)	Foram benth δ18O [‰ PDB] (ISOBENbinned_d18Ointerp)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmooth)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmooth)	Comment (error)	Foram benth δ13C [‰ PDB] (ISOBENd13cLOESSsmoothLongTerm)	Foram benth δ18O [‰ PDB] (ISOBENd18oLOESSsmoothLongTerm)	Comment (ISOBENLOESSsmooth_pts)
41.030	0		0.509	0		0.743	0.509	0.743	5pts smooth	0.540963470	0.903292540	250pts smooth
41.035	0		0.497	0		0.808	0.490	0.806	5pts smooth	0.540944280	0.902605890	250pts smooth
41.040	1	0.485	0.485	1	0.874	0.874	0.485	0.874	5pts smooth	0.540926690	0.901953640	250pts smooth
41.045	0		0.533	0		0.962	0.533	0.962	5pts smooth	0.540905830	0.901329160	250pts smooth
41.050	1	0.581	0.581	1	1.049	1.049	0.570	1.018	5pts smooth	0.540876690	0.900726080	250pts smooth
41.055	0		0.586	0		1.010	0.586	1.010	5pts smooth	0.540834370	0.900137780	250pts smooth
41.060	1	0.592	0.592	1	0.971	0.971	0.592	0.971	5pts smooth	0.540773990	0.899557770	250pts smooth
41.065	0		0.574	0		0.922	0.577	0.923	5pts smooth	0.540690480	0.898979600	250pts smooth
41.070	0		0.556	0		0.872	0.556	0.872	5pts smooth	0.540579020	0.898396670	250pts smooth
41.075	1	0.538	0.538	1	0.823	0.823	0.538	0.823	5pts smooth	0.540434660	0.897802530	250pts smooth
41.080	0		0.537	0		0.843	0.526	0.814	5pts smooth	0.540252450	0.897190690	250pts smooth
41.085	1	0.537	0.537	1	0.862	0.862	0.537	0.862	5pts smooth	0.540027500	0.896554530	250pts smooth
41.090	1	0.607	0.607	1	1.043	1.043	0.577	0.970	5pts smooth	0.539754810	0.895887670	250pts smooth
41.095	0		0.593	0		1.013	0.593	1.013	5pts smooth	0.539429490	0.895183500	250pts smooth
41.100	1	0.579	0.579	1	0.983	0.983	0.574	1.008	5pts smooth	0.539046590	0.894435580	250pts smooth
41.105	0		0.544	0		1.052	0.544	1.052	5pts smooth	0.538601220	0.893637360	250pts smooth
41.110	1	0.509	0.509	1	1.122	1.122	0.509	1.122	5pts smooth	0.538088380	0.892782330	250pts smooth
41.115	1	0.372	0.372	1	0.767	0.767	0.454	0.932	5pts smooth	0.537503180	0.891864000	250pts smooth
41.120	1	0.460	0.460	1	0.830	0.830	0.460	0.830	5pts smooth	0.536840680	0.890875820	250pts smooth
41.125	0		0.443	0		0.833	0.443	0.833	5pts smooth	0.536095920	0.889811340	250pts smooth
41.130	0		0.425	0		0.835	0.415	0.839	5pts smooth	0.535264070	0.888663950	250pts smooth
41.135	2	0.407	0.407	2	0.838	0.838	0.407	0.838	5pts smooth	0.534340080	0.887427270	250pts smooth
41.140	0		0.469	0		0.814	0.469	0.814	5pts smooth	0.533319060	0.886094630	250pts smooth
41.145	1	0.530	0.530	1	0.790	0.790	0.464	0.729	5pts smooth	0.532017650	0.884676810	250pts smooth
41.150	2	0.425	0.425	2	0.660	0.660	0.425	0.660	5pts smooth	0.530279870	0.883191590	250pts smooth
41.155	0		0.519	0		0.808	0.507	0.804	5pts smooth	0.528141980	0.881643060	250pts smooth
41.160	2	0.613	0.613	2	0.957	0.957	0.613	0.957	5pts smooth	0.525640190	0.880035400	250pts smooth
41.165	1	0.608	0.608	1	0.866	0.866	0.628	0.938	5pts smooth	0.522810700	0.878372850	250pts smooth
41.170	0		0.635	0		0.942	0.635	0.942	5pts smooth	0.519689740	0.876659570	250pts smooth
41.175	2	0.663	0.663	2	1.017	1.017	0.663	1.017	5pts smooth	0.516313490	0.874899800	250pts smooth
41.180	0		0.583	0		0.939	0.582	0.944	5pts smooth	0.512718200	0.873097600	250pts smooth
41.185	1	0.504	0.504	1	0.861	0.861	0.504	0.861	5pts smooth	0.508940040	0.871257250	250pts smooth
41.190	0		0.542	0		0.894	0.542	0.894	5pts smooth	0.505015250	0.869382860	250pts smooth
41.195	1	0.579	0.579	1	0.928	0.928	0.570	0.924	5pts smooth	0.500980080	0.867478730	250pts smooth
41.200	1	0.548	0.548	1	0.921	0.921	0.548	0.921	5pts smooth	0.496870670	0.865548910	250pts smooth
41.205	0		0.456	0		0.859	0.456	0.859	5pts smooth	0.492723290	0.863597630	250pts smooth
41.210	1	0.365	0.365	1	0.798	0.798	0.406	0.817	5pts smooth	0.488574120	0.861629070	250pts smooth
41.215	0		0.439	0		0.815	0.439	0.815	5pts smooth	0.484459400	0.859647390	250pts smooth
41.220	1	0.512	0.512	1	0.832	0.832	0.512	0.832	5pts smooth	0.480415310	0.857656840	250pts smooth
41.225	0		0.494	0		0.791	0.497	0.771	5pts smooth	0.476478130	0.855661570	250pts smooth
41.230	1	0.475	0.475	1	0.749	0.749	0.475	0.749	5pts smooth	0.472684000	0.853665710	250pts smooth
41.235	1	0.518	0.518	1	0.920	0.920	0.518	0.920	5pts smooth	0.469069180	0.851673540	250pts smooth
41.240	0		0.557	0		0.927	0.564	0.951	5pts smooth	0.465669840	0.849689130	250pts smooth
41.245	1	0.596	0.596	1	0.934	0.934	0.596	0.934	5pts smooth	0.462522240	0.847716750	250pts smooth
41.250	0		0.583	0		0.915	0.583	0.915	5pts smooth	0.459662590	0.845760520	250pts smooth
41.255	1	0.569	0.569	1	0.896	0.896	0.559	0.902	5pts smooth	0.457127060	0.843824680	250pts smooth
41.260	0		0.516	0		0.900	0.516	0.900	5pts smooth	0.454951910	0.841913340	250pts smooth
41.265	1	0.462	0.462	1	0.904	0.904	0.462	0.904	5pts smooth	0.453173340	0.840030730	250pts smooth
41.270	1	0.433	0.433	1	0.739	0.739	0.443	0.823	5pts smooth	0.451456160	0.838077370	250pts smooth
41.275	0		0.456	0		0.826	0.456	0.826	5pts smooth	0.449457970	0.835959790	250pts smooth
41.280	1	0.480	0.480	1	0.913	0.913	0.478	0.881	5pts smooth	0.447203960	0.833691360	250pts smooth
41.285	0		0.497	0		0.873	0.497	0.873	5pts smooth	0.444719430	0.831285360	250pts smooth
41.290	1	0.513	0.513	1	0.834	0.834	0.511	0.853	5pts smooth	0.442029630	0.828755200	250pts smooth
41.295	0		0.520	0		0.873	0.520	0.873	5pts smooth	0.439159780	0.826114120	250pts smooth
41.300	1	0.526	0.526	1	0.913	0.913	0.526	0.913	5pts smooth	0.436135200	0.823375460	250pts smooth
41.305	1	0.475	0.475	1	0.522	0.522	0.487	0.711	5pts smooth	0.432981070	0.820552650	250pts smooth
41.310	0		0.444	0		0.671	0.444	0.671	5pts smooth	0.429722730	0.817658900	250pts smooth
41.315	1	0.413	0.413	1	0.820	0.820	0.413	0.820	5pts smooth	0.426385340	0.814707580	250pts smooth
41.320	0		0.400	0		0.815	0.397	0.832	5pts smooth	0.422994230	0.811712090	250pts smooth
41.325	1	0.388	0.388	1	0.810	0.810	0.388	0.810	5pts smooth	0.419574650	0.808685660	250pts smooth
41.330	0		0.387	0		0.819	0.387	0.819	5pts smooth	0.416151790	0.805641650	250pts smooth
41.335	1	0.385	0.385	1	0.828	0.828	0.395	0.822	5pts smooth	0.412750990	0.802593350	250pts smooth
41.340	0		0.424	0		0.813	0.424	0.813	5pts smooth	0.409397450	0.799554170	250pts smooth
41.345	1	0.463	0.463	1	0.798	0.798	0.466	0.835	5pts smooth	0.406116460	0.796537460	250pts smooth
41.350	1	0.505	0.505	1	0.890	0.890	0.505	0.890	5pts smooth	0.402933240	0.793556390	250pts smooth
41.355	0		0.530	0		0.900	0.548	0.917	5pts smooth	0.399873050	0.790624440	250pts smooth
41.360	1	0.555	0.555	1	0.910	0.910	0.555	0.910	5pts smooth	0.396961180	0.787754890	250pts smooth
41.365	0		0.454	0		0.863	0.454	0.863	5pts smooth	0.394222860	0.784961100	250pts smooth
41.370	1	0.353	0.353	1	0.817	0.817	0.360	0.814	5pts smooth	0.391683370	0.782256310	250pts smooth
41.375	0		0.280	0		0.761	0.280	0.761	5pts smooth	0.389367910	0.779653970	250pts smooth
41.380	1	0.208	0.208	1	0.706	0.706	0.208	0.706	5pts smooth	0.387301800	0.777167320	250pts smooth
41.385	1	0.351	0.351	1	0.807	0.807	0.283	0.755	5pts smooth	0.385510240	0.774809660	250pts smooth
41.390	0		0.328	0		0.778	0.328	0.778	5pts smooth	0.384018540	0.772594450	250pts smooth
41.395	1	0.305	0.305	1	0.750	0.750	0.305	0.750	5pts smooth	0.382851900	0.770534870	250pts smooth
41.400	0		0.205	0		0.646	0.204	0.638	5pts smooth	0.381869230	0.768468200	250pts smooth
41.405	1	0.105	0.105	1	0.541	0.541	0.105	0.541	5pts smooth	0.380913200	0.766233030	250pts smooth
41.410	0		0.090	0		0.575	0.062	0.555	5pts smooth	0.379984740	0.763844670	250pts smooth
41.415	1	0.075	0.075	1	0.609	0.609	0.075	0.609	5pts smooth	0.379084800	0.761318740	250pts smooth
41.420	0		0.200	0		0.664	0.193	0.659	5pts smooth	0.378214330	0.758670630	250pts smooth
41.425	1	0.324	0.324	1	0.719	0.719	0.324	0.719	5pts smooth	0.377374290	0.755915820	250pts smooth
41.430	0		0.362	0		0.794	0.362	0.794	5pts smooth	0.376565670	0.753069700	250pts smooth
41.435	2	0.399	0.399	2	0.870	0.870	0.394	0.853	5pts smooth	0.375789340	0.750147820	250pts smooth
41.440	0		0.415	0		0.877	0.415	0.877	5pts smooth	0.375046310	0.747165620	250pts smooth
41.445	0		0.431	0		0.884	0.431	0.884	5pts smooth	0.374337520	0.744138540	250pts smooth
41.450	0		0.447	0		0.891	0.452	0.895	5pts smooth	0.373663930	0.741082010	250pts smooth
41.455	1	0.463	0.463	1	0.898	0.898	0.463	0.898	5pts smooth	0.373026490	0.738011540	250pts smooth
41.460	1	0.436	0.436	1	0.873	0.873	0.436	0.873	5pts smooth	0.372426120	0.734942560	250pts smooth
41.465	1	0.567	0.567	1	0.984	0.984	0.570	0.967	5pts smooth	0.371863810	0.731890560	250pts smooth
41.470	1	0.632	0.632	1	0.972	0.972	0.632	0.972	5pts smooth	0.371340510	0.728870930	250pts smooth
41.475	1	0.382	0.382	1	0.718	0.718	0.581	0.895	5pts smooth	0.370857150	0.725899220	250pts smooth
41.480	1	0.573	0.573	1	0.931	0.931	0.573	0.931	5pts smooth	0.370414670	0.722990870	250pts smooth
41.485	1	0.372	0.372	1	0.902	0.902	0.571	0.973	5pts smooth	0.370014070	0.720161260	250pts smooth
41.490	1	0.567	0.567	1	0.930	0.930	0.567	0.930	5pts smooth	0.369656260	0.717425940	250pts smooth
41.495	1	0.356	0.356	1	0.748	0.748	0.356	0.748	5pts smooth	0.369342210	0.714800360	250pts smooth
41.500	0		0.255	0		0.661	0.257	0.633	5pts smooth	0.369072850	0.712299880	250pts smooth
41.505	1	0.153	0.153	1	0.573	0.573	0.153	0.573	5pts smooth	0.368849190	0.709940080	250pts smooth
41.510	1	-0.076	-0.076	1	0.615	0.615	-0.076	0.615	5pts smooth	0.368672100	0.707736370	250pts smooth
41.515	1	0.056	0.056	1	0.627	0.627	0.014	0.636	5pts smooth	0.368542610	0.705704210	250pts smooth
41.520	1	0.009	0.009	1	0.590	0.590	0.009	0.590	5pts smooth	0.368461610	0.703859030	250pts smooth
41.525	3	-0.418	-0.418	3	0.412	0.412	-0.418	0.412	5pts smooth	0.368430110	0.702216390	250pts smooth
41.530	2	0.245	0.245	2	0.720	0.720	-0.028	0.581	5pts smooth	0.368533400	0.700608070	250pts smooth
41.535	2	0.322	0.322	2	0.711	0.711	0.322	0.711	5pts smooth	0.368846300	0.698865590	250pts smooth
41.540	1	0.317	0.317	1	0.698	0.698	0.364	0.700	5pts smooth	0.369353800	0.697003420	250pts smooth
41.545	1	0.377	0.377	1	0.686	0.686	0.377	0.686	5pts smooth	0.370040920	0.695036230	250pts smooth
41.550	1	0.271	0.271	1	0.662	0.662	0.321	0.670	5pts smooth	0.370892640	0.692978500	250pts smooth
41.555	1	0.322	0.322	1	0.670	0.670	0.322	0.670	5pts smooth	0.371894000	0.690844830	250pts smooth
41.560	1	0.454	0.454	1	0.691	0.691	0.454	0.691	5pts smooth	0.373030040	0.688649830	250pts smooth
41.565	2	0.478	0.478	2	0.808	0.808	0.507	0.714	5pts smooth	0.374285700	0.686408040	250pts smooth
41.570	1	0.524	0.524	1	0.667	0.667	0.524	0.667	5pts smooth	0.375646050	0.684134130	250pts smooth
41.575	0		0.491	0		0.664	0.491	0.664	5pts smooth	0.377096090	0.681842510	250pts smooth
41.580	0		0.459	0		0.662	0.466	0.670	5pts smooth	0.378620800	0.679547910	250pts smooth
41.585	1	0.426	0.426	1	0.659	0.659	0.426	0.659	5pts smooth	0.380205240	0.677264810	250pts smooth
41.590	1	0.332	0.332	1	0.586	0.586	0.332	0.586	5pts smooth	0.381834420	0.675007820	250pts smooth
41.595	0		0.326	0		0.564	0.321	0.555	5pts smooth	0.383493330	0.672791480	250pts smooth
41.600	1	0.321	0.321	1	0.542	0.542	0.321	0.542	5pts smooth	0.385167000	0.670630460	250pts smooth
41.605	0		0.271	0		0.540	0.257	0.533	5pts smooth	0.386840400	0.668539290	250pts smooth
41.610	2	0.220	0.220	2	0.538	0.538	0.220	0.538	5pts smooth	0.388498600	0.666532460	250pts smooth
41.615	1	0.321	0.321	1	0.572	0.572	0.247	0.554	5pts smooth	0.390126590	0.664624690	250pts smooth
41.620	0		0.203	0		0.550	0.203	0.550	5pts smooth	0.391709360	0.662830470	250pts smooth
41.625	1	0.085	0.085	1	0.528	0.528	0.085	0.528	5pts smooth	0.393231960	0.661164340	250pts smooth
41.630	1	0.263	0.263	1	0.447	0.447	0.312	0.578	5pts smooth	0.394679400	0.659640970	250pts smooth
41.635	1	0.542	0.542	1	0.683	0.683	0.542	0.683	5pts smooth	0.396036650	0.658274950	250pts smooth
41.640	1	0.333	0.333	1	0.562	0.562	0.333	0.562	5pts smooth	0.397288770	0.657080710	250pts smooth
41.645	0		0.428	0		0.616	0.383	0.600	5pts smooth	0.398420750	0.656072970	250pts smooth
41.650	1	0.522	0.522	1	0.670	0.670	0.522	0.670	5pts smooth	0.399417610	0.655266230	250pts smooth
41.655	1	0.669	0.669	1	0.679	0.679	0.669	0.679	5pts smooth	0.400264350	0.654675130	250pts smooth
41.660	1	0.437	0.437	1	0.538	0.538	0.534	0.585	5pts smooth	0.401221510	0.654246630	250pts smooth
41.665	0		0.403	0		0.508	0.403	0.508	5pts smooth	0.402538870	0.653915050	250pts smooth
41.670	1	0.369	0.369	1	0.478	0.478	0.426	0.551	5pts smooth	0.404185300	0.653675850	250pts smooth
41.675	1	0.495	0.495	1	0.634	0.634	0.495	0.634	5pts smooth	0.406129690	0.653524580	250pts smooth
41.680	0		0.483	0		0.576	0.495	0.588	5pts smooth	0.408340900	0.653456750	250pts smooth
41.685	1	0.471	0.471	1	0.519	0.519	0.471	0.519	5pts smooth	0.410787820	0.653467710	250pts smooth
41.690	0		0.501	0		0.580	0.501	0.580	5pts smooth	0.413439300	0.653553130	250pts smooth
41.695	0		0.530	0		0.642	0.541	0.642	5pts smooth	0.416264270	0.653708400	250pts smooth
41.700	1	0.560	0.560	1	0.703	0.703	0.560	0.703	5pts smooth	0.419231530	0.653929000	250pts smooth
41.705	0		0.503	0		0.759	0.503	0.759	5pts smooth	0.422310020	0.654210450	250pts smooth
41.710	1	0.446	0.446	1	0.815	0.815	0.462	0.796	5pts smooth	0.425468590	0.654548290	250pts smooth
41.715	0		0.452	0		0.794	0.452	0.794	5pts smooth	0.428676160	0.654937920	250pts smooth
41.720	0		0.459	0		0.774	0.459	0.774	5pts smooth	0.431901510	0.655374880	250pts smooth
41.725	1	0.465	0.465	1	0.753	0.753	0.476	0.761	5pts smooth	0.435113610	0.655854700	250pts smooth
41.730	0		0.515	0		0.763	0.515	0.763	5pts smooth	0.438281300	0.656372790	250pts smooth
41.735	0		0.566	0		0.774	0.566	0.774	5pts smooth	0.441373470	0.656924660	250pts smooth
41.740	1	0.616	0.616	1	0.784	0.784	0.592	0.778	5pts smooth	0.444358970	0.657505810	250pts smooth
41.745	0		0.571	0		0.769	0.571	0.769	5pts smooth	0.447206710	0.658111810	250pts smooth
41.750	1	0.526	0.526	1	0.753	0.753	0.526	0.753	5pts smooth	0.449885550	0.658738020	250pts smooth
41.755	0		0.507	0		0.770	0.503	0.766	5pts smooth	0.452364360	0.659380020	250pts smooth
41.760	0		0.487	0		0.786	0.487	0.786	5pts smooth	0.454612020	0.660033290	250pts smooth
41.765	1	0.468	0.468	1	0.803	0.803	0.468	0.803	5pts smooth	0.456597390	0.660693230	250pts smooth
41.770	0		0.469	0		0.709	0.465	0.711	5pts smooth	0.458289380	0.661355500	250pts smooth
41.775	1	0.469	0.469	1	0.616	0.616	0.469	0.616	5pts smooth	0.459656890	0.662015440	250pts smooth
41.780	0		0.483	0		0.623	0.483	0.623	5pts smooth	0.460668710	0.662668590	250pts smooth
41.785	0		0.497	0		0.629	0.501	0.631	5pts smooth	0.461596130	0.663495480	250pts smooth
41.790	1	0.511	0.511	1	0.636	0.636	0.511	0.636	5pts smooth	0.462718250	0.664661770	250pts smooth
41.795	0		0.493	0		0.630	0.497	0.632	5pts smooth	0.464015900	0.666140910	250pts smooth
41.800	1	0.475	0.475	1	0.625	0.625	0.475	0.625	5pts smooth	0.465469960	0.667906170	250pts smooth
41.805	0		0.453	0		0.621	0.454	0.621	5pts smooth	0.467061190	0.669930990	250pts smooth
41.810	0		0.432	0		0.617	0.432	0.617	5pts smooth	0.468770500	0.672188700	250pts smooth
41.815	1	0.410	0.410	1	0.613	0.613	0.410	0.613	5pts smooth	0.470578670	0.674652700	250pts smooth
41.820	0		0.520	0		0.663	0.519	0.667	5pts smooth	0.472466530	0.677296340	250pts smooth
41.825	1	0.630	0.630	1	0.714	0.714	0.630	0.714	5pts smooth	0.474414940	0.680092990	250pts smooth
41.830	0		0.616	0		0.684	0.616	0.684	5pts smooth	0.476404700	0.683016060	250pts smooth
41.835	0		0.603	0		0.655	0.607	0.648	5pts smooth	0.478416650	0.686038850	250pts smooth
41.840	1	0.589	0.589	1	0.625	0.625	0.589	0.625	5pts smooth	0.480431650	0.689134720	250pts smooth
41.845	0		0.536	0		0.651	0.536	0.651	5pts smooth	0.482430490	0.692277130	250pts smooth
41.850	1	0.484	0.484	1	0.677	0.677	0.495	0.662	5pts smooth	0.484394010	0.695439340	250pts smooth
41.855	0		0.477	0		0.645	0.477	0.645	5pts smooth	0.486303060	0.698594810	250pts smooth
41.860	0		0.471	0		0.614	0.470	0.612	5pts smooth	0.488138440	0.701716900	250pts smooth
41.865	1	0.464	0.464	1	0.582	0.582	0.464	0.582	5pts smooth	0.489881010	0.704778910	250pts smooth
41.870	0		0.463	0		0.561	0.466	0.551	5pts smooth	0.491511580	0.707754250	250pts smooth
41.875	1	0.463	0.463	1	0.540	0.540	0.463	0.540	5pts smooth	0.493011000	0.710616350	250pts smooth
41.880	0		0.435	0		0.588	0.435	0.588	5pts smooth	0.494360090	0.713338430	250pts smooth
41.885	0		0.406	0		0.636	0.402	0.641	5pts smooth	0.495539670	0.715893980	250pts smooth
41.890	1	0.378	0.378	1	0.684	0.684	0.378	0.684	5pts smooth	0.496530590	0.718256350	250pts smooth
41.895	0		0.386	0		0.692	0.386	0.692	5pts smooth	0.497313650	0.720398900	250pts smooth
41.900	1	0.394	0.394	1	0.700	0.700	0.385	0.683	5pts smooth	0.497869730	0.722294930	250pts smooth
41.905	0		0.367	0		0.639	0.367	0.639	5pts smooth	0.498179610	0.723917900	250pts smooth
41.910	0		0.339	0		0.577	0.339	0.577	5pts smooth	0.498224170	0.725241180	250pts smooth
41.915	1	0.312	0.312	1	0.516	0.516	0.330	0.544	5pts smooth	0.498037550	0.726559640	250pts smooth
41.920	0		0.356	0		0.565	0.356	0.565	5pts smooth	0.497674170	0.728169080	250pts smooth
41.925	0		0.399	0		0.613	0.405	0.610	5pts smooth	0.497145210	0.730043890	250pts smooth
41.930	1	0.443	0.443	1	0.662	0.662	0.443	0.662	5pts smooth	0.496461930	0.732158540	250pts smooth
41.935	0		0.440	0		0.734	0.433	0.747	5pts smooth	0.495635450	0.734487470	250pts smooth
41.940	1	0.437	0.437	1	0.805	0.805	0.437	0.805	5pts smooth	0.494677040	0.737005110	250pts smooth
41.945	0		0.536	0		0.746	0.536	0.746	5pts smooth	0.493597840	0.739685950	250pts smooth
41.950	1	0.636	0.636	1	0.687	0.687	0.608	0.711	5pts smooth	0.492409080	0.742504480	250pts smooth
41.955	0		0.623	0		0.726	0.623	0.726	5pts smooth	0.491121950	0.745435060	250pts smooth
41.960	0		0.609	0		0.766	0.609	0.766	5pts smooth	0.489747610	0.748452190	250pts smooth
41.965	1	0.596	0.596	1	0.805	0.805	0.604	0.799	5pts smooth	0.488297310	0.751530350	250pts smooth
41.970	0		0.615	0		0.820	0.615	0.820	5pts smooth	0.486782220	0.754643980	250pts smooth
41.975	0		0.633	0		0.834	0.633	0.834	5pts smooth	0.485213520	0.757767500	250pts smooth
41.980	1	0.652	0.652	1	0.849	0.849	0.632	0.845	5pts smooth	0.483602460	0.760875340	250pts smooth
41.985	0		0.592	0		0.848	0.592	0.848	5pts smooth	0.481960180	0.763942060	250pts smooth
41.990	1	0.531	0.531	1	0.848	0.848	0.530	0.824	5pts smooth	0.480297920	0.766942020	250pts smooth
41.995	0		0.464	0		0.753	0.464	0.753	5pts smooth	0.478626850	0.769849720	250pts smooth
42.000	1	0.396	0.396	1	0.658	0.658	0.420	0.698	5pts smooth	0.476958160	0.772639570	250pts smooth
42.005	0		0.423	0		0.723	0.423	0.723	5pts smooth	0.475303050	0.775286020	250pts smooth
42.010	0		0.449	0		0.787	0.449	0.787	5pts smooth	0.473672750	0.777763610	250pts smooth
42.015	1	0.476	0.476	1	0.852	0.852	0.462	0.821	5pts smooth	0.472078440	0.780046700	250pts smooth
42.020	0		0.448	0		0.793	0.448	0.793	5pts smooth	0.470531280	0.782109800	250pts smooth
42.025	0		0.421	0		0.733	0.421	0.733	5pts smooth	0.469042510	0.783927320	250pts smooth
42.030	1	0.393	0.393	1	0.674	0.674	0.412	0.704	5pts smooth	0.467623320	0.785473700	250pts smooth
42.035	0		0.441	0		0.736	0.441	0.736	5pts smooth	0.466284900	0.786723430	250pts smooth
42.040	1	0.488	0.488	1	0.798	0.798	0.488	0.798	5pts smooth	0.465038450	0.787651000	250pts smooth
42.045	0		0.511	0		0.857	0.514	0.858	5pts smooth	0.463686970	0.788448210	250pts smooth
42.050	0		0.533	0		0.917	0.533	0.917	5pts smooth	0.462041500	0.789317670	250pts smooth
42.055	1	0.556	0.556	1	0.976	0.976	0.543	0.957	5pts smooth	0.460125180	0.790249880	250pts smooth
42.060	0		0.526	0		0.958	0.526	0.958	5pts smooth	0.457961290	0.791235390	250pts smooth
42.065	1	0.496	0.496	1	0.940	0.940	0.514	0.936	5pts smooth	0.455572960	0.792264760	250pts smooth
42.070	0		0.540	0		0.905	0.540	0.905	5pts smooth	0.452983440	0.793328520	250pts smooth
42.075	1	0.585	0.585	1	0.869	0.869	0.585	0.869	5pts smooth	0.450215910	0.794417200	250pts smooth
42.080	0		0.569	0		0.866	0.576	0.862	5pts smooth	0.447293520	0.795521320	250pts smooth
